class_name,baseline,cohort,error_type,pilot_id
circle,classical_cv_circularity,full_80,false_positive,p2b_0006
circle,classical_cv_circularity,full_80,false_positive,p2b_0007
circle,classical_cv_circularity,full_80,false_positive,p2b_0008
circle,classical_cv_circularity,full_80,false_positive,p2b_0009
circle,classical_cv_circularity,full_80,false_positive,p2b_0011
circle,classical_cv_circularity,full_80,false_positive,p2b_0012
circle,classical_cv_circularity,full_80,false_positive,p2b_0013
circle,classical_cv_circularity,full_80,false_positive,p2b_0014
circle,classical_cv_circularity,full_80,false_positive,p2b_0015
circle,classical_cv_circularity,full_80,false_positive,p2b_0017
circle,classical_cv_circularity,full_80,false_positive,p2b_0018
circle,classical_cv_circularity,full_80,false_positive,p2b_0019
circle,classical_cv_circularity,full_80,false_positive,p2b_0020
circle,classical_cv_circularity,full_80,false_positive,p2b_0021
circle,classical_cv_circularity,full_80,false_positive,p2b_0022
circle,classical_cv_circularity,full_80,false_positive,p2b_0024
circle,classical_cv_circularity,full_80,false_positive,p2b_0025
circle,classical_cv_circularity,full_80,false_positive,p2b_0026
circle,classical_cv_circularity,full_80,false_positive,p2b_0028
circle,classical_cv_circularity,full_80,false_positive,p2b_0029
circle,classical_cv_circularity,full_80,false_positive,p2b_0030
circle,classical_cv_circularity,full_80,false_positive,p2b_0031
circle,classical_cv_circularity,full_80,false_positive,p2b_0032
circle,classical_cv_circularity,full_80,false_positive,p2b_0033
circle,classical_cv_circularity,full_80,false_positive,p2b_0034
circle,classical_cv_circularity,full_80,false_positive,p2b_0035
circle,classical_cv_circularity,full_80,false_positive,p2b_0036
circle,classical_cv_circularity,full_80,false_positive,p2b_0037
circle,classical_cv_circularity,full_80,false_positive,p2b_0038
circle,classical_cv_circularity,full_80,false_positive,p2b_0039
circle,classical_cv_circularity,full_80,false_positive,p2b_0040
circle,classical_cv_circularity,full_80,false_positive,p2b_0041
circle,classical_cv_circularity,full_80,false_positive,p2b_0042
circle,classical_cv_circularity,full_80,false_positive,p2b_0043
circle,classical_cv_circularity,full_80,false_positive,p2b_0044
circle,classical_cv_circularity,full_80,false_positive,p2b_0046
circle,classical_cv_circularity,full_80,false_positive,p2b_0047
circle,classical_cv_circularity,full_80,false_positive,p2b_0048
circle,classical_cv_circularity,full_80,false_positive,p2b_0049
circle,classical_cv_circularity,full_80,false_positive,p2b_0050
circle,classical_cv_circularity,full_80,false_positive,p2b_0051
circle,classical_cv_circularity,full_80,false_positive,p2b_0052
circle,classical_cv_circularity,full_80,false_positive,p2b_0053
circle,classical_cv_circularity,full_80,false_positive,p2b_0054
circle,classical_cv_circularity,full_80,false_positive,p2b_0055
circle,classical_cv_circularity,full_80,false_positive,p2b_0056
circle,classical_cv_circularity,full_80,false_positive,p2b_0057
circle,classical_cv_circularity,full_80,false_positive,p2b_0058
circle,classical_cv_circularity,full_80,false_positive,p2b_0059
circle,classical_cv_circularity,full_80,false_positive,p2b_0060
circle,classical_cv_circularity,full_80,false_positive,p2b_0061
circle,classical_cv_circularity,full_80,false_positive,p2b_0062
circle,classical_cv_circularity,full_80,false_positive,p2b_0064
circle,classical_cv_circularity,full_80,false_positive,p2b_0065
circle,classical_cv_circularity,full_80,false_positive,p2b_0066
circle,classical_cv_circularity,full_80,false_positive,p2b_0067
circle,classical_cv_circularity,full_80,false_positive,p2b_0068
circle,classical_cv_circularity,full_80,false_positive,p2b_0069
circle,classical_cv_circularity,full_80,false_positive,p2b_0070
circle,classical_cv_circularity,full_80,false_positive,p2b_0071
circle,classical_cv_circularity,full_80,false_positive,p2b_0072
circle,classical_cv_circularity,full_80,false_positive,p2b_0073
circle,classical_cv_circularity,full_80,false_positive,p2b_0074
circle,classical_cv_circularity,full_80,false_positive,p2b_0075
circle,classical_cv_circularity,full_80,false_positive,p2b_0076
circle,classical_cv_circularity,full_80,false_positive,p2b_0077
circle,classical_cv_circularity,full_80,false_positive,p2b_0078
circle,classical_cv_circularity,full_80,false_positive,p2b_0079
circle,classical_cv_circularity,full_80,false_negative,p2b_0003
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0000
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0001
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0002
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0004
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0005
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0006
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0007
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0008
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0009
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0011
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0012
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0014
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0017
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0018
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0019
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0020
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0021
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0022
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0024
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0025
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0026
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0028
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0029
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0030
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0031
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0032
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0033
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0034
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0035
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0036
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0037
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0038
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0039
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0040
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0041
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0042
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0043
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0044
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0046
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0047
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0049
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0050
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0051
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0052
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0053
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0054
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0055
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0056
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0058
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0059
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0060
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0062
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0065
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0066
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0067
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0068
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0069
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0070
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0071
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0072
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0074
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0075
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0076
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0077
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0078
circle,classical_cv_circularity,dev_eligible_excl_test,false_positive,p2b_0079
circle,classical_cv_circularity,dev_eligible_excl_test,false_negative,p2b_0003
circle,classical_cv_circularity,locked_test_descriptive_only,false_positive,p2b_0013
circle,classical_cv_circularity,locked_test_descriptive_only,false_positive,p2b_0015
circle,classical_cv_circularity,locked_test_descriptive_only,false_positive,p2b_0048
circle,classical_cv_circularity,locked_test_descriptive_only,false_positive,p2b_0057
circle,classical_cv_circularity,locked_test_descriptive_only,false_positive,p2b_0061
circle,classical_cv_circularity,locked_test_descriptive_only,false_positive,p2b_0064
circle,classical_cv_circularity,locked_test_descriptive_only,false_positive,p2b_0073
vehicle,clip_zero_shot,full_80,false_negative,p2b_0034
vehicle,clip_zero_shot,full_80,false_negative,p2b_0057
vehicle,clip_zero_shot,full_80,false_negative,p2b_0066
vehicle,clip_zero_shot,full_80,false_negative,p2b_0073
vehicle,clip_zero_shot,full_80,false_negative,p2b_0079
vehicle,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0034
vehicle,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0066
vehicle,clip_zero_shot,dev_eligible_excl_test,false_negative,p2b_0079
vehicle,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0057
vehicle,clip_zero_shot,locked_test_descriptive_only,false_negative,p2b_0073
